symbol,name,series,isin,yahoo_symbol
ELPROINTL,Elpro International Limited,EQ,INE579B01039,ELPROINTL.NS
EMAMILTD,Emami Limited,EQ,INE548C01032,EMAMILTD.NS
EMAMIPAP,Emami Paper Mills Limited,BE,INE830C01026,EMAMIPAP.NS
EMAMIREAL,Emami Realty Limited,EQ,INE778K01012,EMAMIREAL.NS
EMBDL,Embassy Developments Limited,EQ,INE069I01010,EMBDL.NS
EMCURE,Emcure Pharmaceuticals Limited,EQ,INE168P01015,EMCURE.NS
EMIL,Electronics Mart India Limited,EQ,INE02YR01019,EMIL.NS
EMKAY,Emkay Global Financial Services Limited,EQ,INE296H01011,EMKAY.NS
EMMBI,Emmbi Industries Limited,BE,INE753K01015,EMMBI.NS
EMMVEE,Emmvee Photovoltaic Power Limited,EQ,INE1C6T01020,EMMVEE.NS
EMPIND,Empire Industries Limited,EQ,INE515H01014,EMPIND.NS
EMPOWER,Empower India Limited,EQ,INE507F01023,EMPOWER.NS
EMSLIMITED,EMS Limited,EQ,INE0OV601013,EMSLIMITED.NS
EMUDHRA,eMudhra Limited,EQ,INE01QM01018,EMUDHRA.NS
ENDURANCE,Endurance Technologies Limited,EQ,INE913H01037,ENDURANCE.NS
ENERGYDEV,Energy Development Company Limited,EQ,INE306C01019,ENERGYDEV.NS
ENGINERSIN,Engineers India Limited,EQ,INE510A01028,ENGINERSIN.NS
ENIL,Entertainment Network (India) Limited,EQ,INE265F01028,ENIL.NS
ENKEIWHEL,Enkei Wheels (India) Limited,EQ,INE130L01014,ENKEIWHEL.NS
ENRIN,Siemens Energy India Limited,EQ,INE1NPP01017,ENRIN.NS
ENTERO,Entero Healthcare Solutions Limited,EQ,INE010601016,ENTERO.NS
EPACK,EPACK Durable Limited,EQ,INE0G5901015,EPACK.NS
EPACKPEB,EPack Prefab Technologies Limited,EQ,INE0MLS01022,EPACKPEB.NS
EPIGRAL,Epigral Limited,EQ,INE071N01016,EPIGRAL.NS
EPL,EPL Limited,EQ,INE255A01020,EPL.NS
EQUIPPP,Equippp Social Impact Technologies Limited,BE,INE217G01035,EQUIPPP.NS
EQUITASBNK,Equitas Small Finance Bank Limited,EQ,INE063P01018,EQUITASBNK.NS
ERIS,Eris Lifesciences Limited,EQ,INE406M01024,ERIS.NS
ESABINDIA,Esab India Limited,EQ,INE284A01012,ESABINDIA.NS
ESAFSFB,ESAF Small Finance Bank Limited,BE,INE818W01011,ESAFSFB.NS
ESCORTS,Escorts Kubota Limited,EQ,INE042A01014,ESCORTS.NS
ESDS,ESDS Software Solution Limited,EQ,INE0DRI01029,ESDS.NS
ESSARSHPNG,Essar Shipping Limited,EQ,INE122M01019,ESSARSHPNG.NS
ESSENTIA,Integra Essentia Limited,EQ,INE418N01035,ESSENTIA.NS
ESTER,Ester Industries Limited,EQ,INE778B01029,ESTER.NS
ETERNAL,ETERNAL LIMITED,EQ,INE758T01015,ETERNAL.NS
ETHOSLTD,Ethos Limited,EQ,INE04TZ01018,ETHOSLTD.NS
EUREKAFORB,Eureka Forbes Limited,EQ,INE0KCE01017,EUREKAFORB.NS
EUROBOND,Euro Panel Products Limited,EQ,INE505V01016,EUROBOND.NS
EUROPRATIK,Euro Pratik Sales Limited,EQ,INE198501012,EUROPRATIK.NS
EUROTEXIND,Eurotex Industries and Exports Limited,BE,INE022C01012,EUROTEXIND.NS
EVEREADY,Eveready Industries India Limited,EQ,INE128A01029,EVEREADY.NS
EVERESTIND,Everest Industries Limited,BE,INE295A01018,EVERESTIND.NS
EXCELINDUS,Excel Industries Limited,EQ,INE369A01029,EXCELINDUS.NS
EXCELSOFT,Excelsoft Technologies Limited,EQ,INE606N01019,EXCELSOFT.NS
EXICOM,Exicom Tele-Systems Limited,EQ,INE777F01014,EXICOM.NS
EXIDEIND,Exide Industries Limited,EQ,INE302A01020,EXIDEIND.NS
EXPLEOSOL,Expleo Solutions Limited,EQ,INE201K01015,EXPLEOSOL.NS
EXXARO,Exxaro Tiles Limited,EQ,INE0GFE01026,EXXARO.NS
FABTECH,Fabtech Technologies Limited,EQ,INE0HF201011,FABTECH.NS
FACT,Fertilizers and Chemicals Travancore Limited,EQ,INE188A01015,FACT.NS
FAIRCHEMOR,Fairchem Organics Limited,BE,INE0DNW01011,FAIRCHEMOR.NS
FAZE3Q,Faze Three Limited,EQ,INE963C01033,FAZE3Q.NS
FCL,Fineotex Chemical Limited,EQ,INE045J01034,FCL.NS
FCSSOFT,FCS Software Solutions Limited,EQ,INE512B01022,FCSSOFT.NS
FDC,FDC Limited,EQ,INE258B01022,FDC.NS
FEDDERSHOL,Fedders Holding Limited,EQ,INE417D01020,FEDDERSHOL.NS
FEDERALBNK,The Federal Bank  Limited,EQ,INE171A01029,FEDERALBNK.NS
FEDFINA,Fedbank Financial Services Limited,EQ,INE007N01010,FEDFINA.NS
FEL,Future Enterprises Limited,BZ,INE623B01027,FEL.NS
FELDVR,Future Enterprises Limited,BZ,IN9623B01058,FELDVR.NS
FERMENTA,Fermenta Biotech Limited,EQ,INE225B01021,FERMENTA.NS
FIBERWEB,Fiberweb (India) Limited,EQ,INE296C01020,FIBERWEB.NS
FIEMIND,Fiem Industries Limited,EQ,INE737H01014,FIEMIND.NS
FILATEX,Filatex India Limited,EQ,INE816B01035,FILATEX.NS
FILATFASH,Filatex Fashions Limited,EQ,INE185E01021,FILATFASH.NS
FINCABLES,Finolex Cables Limited,EQ,INE235A01022,FINCABLES.NS
FINEORG,Fine Organic Industries Limited,EQ,INE686Y01026,FINEORG.NS
FINKURVE,Finkurve Financial Services Limited,EQ,INE734I01027,FINKURVE.NS
FINOPB,Fino Payments Bank Limited,EQ,INE02NC01014,FINOPB.NS
FINPIPE,Finolex Industries Limited,EQ,INE183A01024,FINPIPE.NS
FIRSTCRY,Brainbees Solutions Limited,EQ,INE02RE01045,FIRSTCRY.NS
FISCHER,Fischer Medical Ventures Limited,EQ,INE771F01041,FISCHER.NS
FIVESTAR,Five-Star Business Finance Limited,EQ,INE128S01021,FIVESTAR.NS
FLAIR,Flair Writing Industries Limited,EQ,INE00Y201027,FLAIR.NS
FLEXITUFF,Flexituff Ventures International Limited,BE,INE060J01017,FLEXITUFF.NS
FLFL,Future Lifestyle Fashions Limited,BZ,INE452O01016,FLFL.NS
FLUOROCHEM,Gujarat Fluorochemicals Limited,EQ,INE09N301011,FLUOROCHEM.NS
FMGOETZE,Federal-Mogul Goetze (India) Limited.,EQ,INE529A01010,FMGOETZE.NS
FMNL,Future Market Networks Limited,EQ,INE360L01017,FMNL.NS
FOCUS,Focus Lighting and Fixtures Limited,BE,INE593W01028,FOCUS.NS
FOODSIN,Foods & Inns Limited,EQ,INE976E01023,FOODSIN.NS
FORCEMOT,FORCE MOTORS LTD,EQ,INE451A01017,FORCEMOT.NS
FORTIS,Fortis Healthcare Limited,EQ,INE061F01013,FORTIS.NS
FOSECOIND,Foseco India Limited,EQ,INE519A01011,FOSECOIND.NS
FRACTAL,Fractal Analytics Limited,EQ,INE212S01015,FRACTAL.NS
FREDUN,Fredun Pharmaceuticals Limited,EQ,INE194R01017,FREDUN.NS
FRONTSP,Frontier Springs Limited,EQ,INE572D01014,FRONTSP.NS
FSL,Firstsource Solutions Limited,EQ,INE684F01012,FSL.NS
FUSION,Fusion Finance Limited,EQ,INE139R01012,FUSION.NS
GABRIEL,Gabriel India Limited,EQ,INE524A01029,GABRIEL.NS
GAEL,Gujarat Ambuja Exports Limited,EQ,INE036B01030,GAEL.NS
GAIL,GAIL (India) Limited,EQ,INE129A01019,GAIL.NS
GAJA,Gaja Alternative Asset Management Limited,EQ,INE18UN01038,GAJA.NS
GALAPREC,Gala Precision Engineering Limited,EQ,INE0RE001014,GALAPREC.NS
GALAXYSURF,Galaxy Surfactants Limited,EQ,INE600K01018,GALAXYSURF.NS
GALLANTT,Gallantt Ispat Limited,EQ,INE297H01019,GALLANTT.NS
GANDHAR,Gandhar Oil Refinery (India) Limited,EQ,INE717W01049,GANDHAR.NS
GANDHITUBE,Gandhi Special Tubes Limited,EQ,INE524B01027,GANDHITUBE.NS
GANECOS,Ganesha Ecosphere Limited,EQ,INE845D01014,GANECOS.NS
GANESHBE,Ganesh Benzoplast Limited,BE,INE388A01029,GANESHBE.NS
GANESHCP,Ganesh Consumer Products Limited,EQ,INE652V01016,GANESHCP.NS
GANESHHOU,GANESH HOUSING LIMITED,EQ,INE460C01014,GANESHHOU.NS
GANGAFORGE,Ganga Forging Limited,EQ,INE691Z01023,GANGAFORGE.NS
GANGESSECU,Ganges Securities Limited,EQ,INE335W01016,GANGESSECU.NS
GARFIBRES,Garware Technical Fibres Limited,EQ,INE276A01018,GARFIBRES.NS
GARUDA,Garuda Construction and Engineering Limited,EQ,INE0JVO01026,GARUDA.NS
GATECH,GACM Technologies Limited,BE,INE224E01028,GATECH.NS
GATECHDVR,GACM Technologies Limited,BE,INE224E01036,GATECHDVR.NS
GATEWAY,Gateway Distriparks Limited,EQ,INE079J01017,GATEWAY.NS
GAUDIUMIVF,Gaudium IVF and Women Health Limited,EQ,INE0P8B01020,GAUDIUMIVF.NS
GAYAHWS,Gayatri Highways Limited,EQ,INE287Z01012,GAYAHWS.NS
GAYAPROJ,Gayatri Projects Limited,EQ,INE336H01023,GAYAPROJ.NS
GCSL,Gretex Corporate Services Limited,EQ,INE199P01028,GCSL.NS
GEECEE,GeeCee Ventures Limited,BE,INE916G01016,GEECEE.NS
GEEKAYWIRE,Geekay Wires Limited,EQ,INE669X01032,GEEKAYWIRE.NS
GEMAROMA,Gem Aromatics Limited,EQ,INE06XZ01023,GEMAROMA.NS
GENCON,Generic Engineering Construction and Projects Limited,EQ,INE854S01022,GENCON.NS
GENESYS,Genesys International Corporation Limited,EQ,INE727B01026,GENESYS.NS
GENSOL,Gensol Engineering Limited,BZ,INE06H201014,GENSOL.NS
GENUSPAPER,Genus Paper & Boards Limited,EQ,INE949P01018,GENUSPAPER.NS
GENUSPOWER,Genus Power Infrastructures Limited,EQ,INE955D01029,GENUSPOWER.NS
GEOJITFSL,Geojit Financial Services Limited,EQ,INE007B01023,GEOJITFSL.NS
GESHIP,The Great Eastern Shipping Company Limited,EQ,INE017A01032,GESHIP.NS
GFLLIMITED,GFL Limited,EQ,INE538A01037,GFLLIMITED.NS
GFSTEELS,Grand Foundry Limited,BE,INE534A01028,GFSTEELS.NS
GHCL,GHCL Limited,EQ,INE539A01019,GHCL.NS
GHCLTEXTIL,GHCL Textiles Limited,EQ,INE0PA801013,GHCLTEXTIL.NS
GICHSGFIN,GIC Housing Finance Limited,EQ,INE289B01019,GICHSGFIN.NS
GICL,Globe International Carriers Limited,BE,INE947T01022,GICL.NS
GICRE,General Insurance Corporation of India,EQ,INE481Y01014,GICRE.NS
GILLANDERS,Gillanders Arbuthnot & Company Limited,EQ,INE047B01011,GILLANDERS.NS
GILLETTE,Gillette India Limited,EQ,INE322A01010,GILLETTE.NS
GINNIFILA,Ginni Filaments Limited,BE,INE424C01010,GINNIFILA.NS
GIPCL,Gujarat Industries Power Company Limited,EQ,INE162A01010,GIPCL.NS
GKB,GKB Ophthalmics Limited,EQ,INE265D01015,GKB.NS
GKENERGY,GK Energy Limited,EQ,INE1AG301022,GKENERGY.NS
GKSL,Gujarat Kidney And Super Speciality Limited,EQ,INE0V0W01025,GKSL.NS
GKWLIMITED,GKW Limited,EQ,INE528A01020,GKWLIMITED.NS
GLAND,Gland Pharma Limited,EQ,INE068V01023,GLAND.NS
GLASSWALL,Glass Wall Systems (India) Limited,EQ,INE644Q01039,GLASSWALL.NS
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,EQ,INE159A01016,GLAXO.NS
GLENMARK,Glenmark Pharmaceuticals Limited,EQ,INE935A01035,GLENMARK.NS
GLFL,Gujarat Lease Financing Limited,EQ,INE540A01017,GLFL.NS
GLOBAL,Global Education Limited,EQ,INE291W01037,GLOBAL.NS
GLOBALE,Globale Tessile Limited,EQ,INE0URU01010,GLOBALE.NS
GLOBALVECT,Global Vectra Helicorp Limited,EQ,INE792H01019,GLOBALVECT.NS
GLOBE,GLOBE ENTERPRISES (INDIA) LIMITED,EQ,INE581X01021,GLOBE.NS
GLOBECIVIL,Globe Civil Projects Limited,EQ,INE0V3U01015,GLOBECIVIL.NS
GLOBUSSPR,Globus Spirits Limited,EQ,INE615I01010,GLOBUSSPR.NS
GLOSTERLTD,Gloster Limited,EQ,INE350Z01018,GLOSTERLTD.NS
GLOTTIS,Glottis Limited,EQ,INE0TQE01026,GLOTTIS.NS
GMBREW,GM Breweries Limited,EQ,INE075D01018,GMBREW.NS
GMDCLTD,Gujarat Mineral Development Corporation Limited,EQ,INE131A01031,GMDCLTD.NS
GMMPFAUDLR,GMM Pfaudler Limited,EQ,INE541A01023,GMMPFAUDLR.NS
GMRAIRPORT,GMR AIRPORTS LIMITED,EQ,INE776C01039,GMRAIRPORT.NS
GMRP&UI,GMR Power and Urban Infra Limited,EQ,INE0CU601026,GMRP&UI.NS
GNA,GNA Axles Limited,EQ,INE934S01014,GNA.NS
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,EQ,INE113A01013,GNFC.NS
GNRL,Gujarat Natural Resources Limited,EQ,INE207H01018,GNRL.NS
GOACARBON,Goa Carbon Limited,EQ,INE426D01013,GOACARBON.NS
GOCLCORP,GOCL Corporation Limited,EQ,INE077F01035,GOCLCORP.NS
GOCOLORS,Go Fashion (India) Limited,EQ,INE0BJS01011,GOCOLORS.NS
GODAVARIB,Godavari Biorefineries Limited,EQ,INE497S01012,GODAVARIB.NS
GODFRYPHLP,Godfrey Phillips India Limited,EQ,INE260B01028,GODFRYPHLP.NS
GODIGIT,Go Digit General Insurance Limited,EQ,INE03JT01014,GODIGIT.NS
GODREJAGRO,Godrej Agrovet Limited,EQ,INE850D01014,GODREJAGRO.NS
GODREJCP,Godrej Consumer Products Limited,EQ,INE102D01028,GODREJCP.NS
GODREJIND,Godrej Industries Limited,EQ,INE233A01035,GODREJIND.NS
GODREJPROP,Godrej Properties Limited,EQ,INE484J01027,GODREJPROP.NS
GOKEX,Gokaldas Exports Limited,EQ,INE887G01027,GOKEX.NS
GOKUL,Gokul Refoils and Solvent Limited,EQ,INE020J01029,GOKUL.NS
GOKULAGRO,Gokul Agro Resources Limited,EQ,INE314T01033,GOKULAGRO.NS
GOLDENTOBC,Golden Tobacco Limited,BZ,INE973A01010,GOLDENTOBC.NS
GOLDIAM,Goldiam International Limited,EQ,INE025B01025,GOLDIAM.NS
GOLDTECH,AION-TECH SOLUTIONS LIMITED,BE,INE805A01014,GOLDTECH.NS
GOODLUCK,Goodluck India Limited,EQ,INE127I01024,GOODLUCK.NS
GOODYEAR,Goodyear India Limited,EQ,INE533A01012,GOODYEAR.NS
GOPAL,Gopal Snacks Limited,EQ,INE0L9R01028,GOPAL.NS
GOYALALUM,Goyal Aluminiums Limited,EQ,INE705X01026,GOYALALUM.NS
GPIL,Godawari Power And Ispat limited,EQ,INE177H01039,GPIL.NS
GPPL,Gujarat Pipavav Port Limited,EQ,INE517F01014,GPPL.NS
GPTHEALTH,GPT Healthcare Limited,EQ,INE486R01017,GPTHEALTH.NS
GPTINFRA,GPT Infraprojects Limited,EQ,INE390G01014,GPTINFRA.NS
GRADIENTE,Gradiente Infotainment Limited,BE,INE361K01017,GRADIENTE.NS
GRANDOAK,Grand Oak Canyons Distillery Limited,EQ,INE926B01016,GRANDOAK.NS
GRANULES,Granules India Limited,EQ,INE101D01020,GRANULES.NS
GRAPHITE,Graphite India Limited,EQ,INE371A01025,GRAPHITE.NS
GRASIM,Grasim Industries Limited,EQ,INE047A01021,GRASIM.NS
GRAUWEIL,Grauer & Weil India Limited,EQ,INE266D01021,GRAUWEIL.NS
GRAVISSHO,Graviss Hospitality Limited,BE,INE214F01026,GRAVISSHO.NS
GRAVITA,Gravita India Limited,EQ,INE024L01027,GRAVITA.NS
GREAVESCOT,Greaves Cotton Limited,EQ,INE224A01026,GREAVESCOT.NS
GREENLAM,Greenlam Industries Limited,EQ,INE544R01021,GREENLAM.NS
GREENPANEL,Greenpanel Industries Limited,EQ,INE08ZM01014,GREENPANEL.NS
GREENPLY,Greenply Industries Limited,EQ,INE461C01038,GREENPLY.NS
GREENPOWER,Orient Green Power Company Limited,EQ,INE999K01014,GREENPOWER.NS
GRINDWELL,Grindwell Norton Limited,EQ,INE536A01023,GRINDWELL.NS
GRINFRA,G R Infraprojects Limited,EQ,INE201P01022,GRINFRA.NS
GRMOVER,GRM Overseas Limited,EQ,INE192H01020,GRMOVER.NS
GROBTEA,The Grob Tea Company Limited,EQ,INE646C01018,GROBTEA.NS
GROWW,Billionbrains Garage Ventures Limited,EQ,INE0HOQ01053,GROWW.NS
GRPLTD,GRP Limited,EQ,INE137I01015,GRPLTD.NS
GRSE,Garden Reach Shipbuilders & Engineers Limited,EQ,INE382Z01011,GRSE.NS
GRWRHITECH,Garware Hi-Tech Films Limited,EQ,INE291A01017,GRWRHITECH.NS
GSFC,Gujarat State Fertilizers & Chemicals Limited,EQ,INE026A01025,GSFC.NS
GSLSU,Global Surfaces Limited,EQ,INE0JSX01015,GSLSU.NS
GSPCROP,GSP Crop Science Limited,EQ,INE713R01022,GSPCROP.NS
GSS,GSS Infotech Limited,EQ,INE871H01011,GSS.NS
GTECJAINX,G-TEC JAINX EDUCATION LIMITED,EQ,INE586X01012,GTECJAINX.NS
GTL,GTL Limited,EQ,INE043A01012,GTL.NS
GTLINFRA,GTL Infrastructure Limited,EQ,INE221H01019,GTLINFRA.NS
GTPL,GTPL Hathway Limited,EQ,INE869I01013,GTPL.NS
GUFICBIO,Gufic Biosciences Limited,EQ,INE742B01025,GUFICBIO.NS
GUJALKALI,Gujarat Alkalies and Chemicals Limited,EQ,INE186A01019,GUJALKALI.NS
GUJAPOLLO,Gujarat Apollo Industries Limited,EQ,INE826C01016,GUJAPOLLO.NS
GUJENERGY,GUJARAT ENERGY LIMITED,EQ,INE844O01030,GUJENERGY.NS
GUJRAFFIA,Gujarat Raffia Industries Limited,EQ,INE610B01024,GUJRAFFIA.NS
GUJTHEM,Gujarat Themis Biosyn Limited,EQ,INE942C01045,GUJTHEM.NS
GULFOILLUB,Gulf Oil Lubricants India Limited,EQ,INE635Q01029,GULFOILLUB.NS
GULFPETRO,GP Petroleums Limited,BE,INE586G01017,GULFPETRO.NS
GULPOLY,Gulshan Polyols Limited,EQ,INE255D01024,GULPOLY.NS
GVKPIL,GVK Power & Infrastructure Limited,BE,INE251H01024,GVKPIL.NS
GVPIL,GE Power India Limited,EQ,INE878A01011,GVPIL.NS
GVPTECH,GVP Infotech Limited,BE,INE382T01030,GVPTECH.NS
GVT&D,GE Vernova T&D India Limited,EQ,INE200A01026,GVT&D.NS
GYFTR,Gyftr Limited,EQ,INE724A01017,GYFTR.NS
HAL,Hindustan Aeronautics Limited,EQ,INE066F01020,HAL.NS
HALDER,Halder Venture Limited,EQ,INE115S01010,HALDER.NS
HALDYNGL,Haldyn Glass Limited,BE,INE506D01020,HALDYNGL.NS
HALEOSLABS,HALEOS LABS LIMITED,EQ,INE320X01016,HALEOSLABS.NS
HAMPTON,Hampton Sky Realty Limited,EQ,INE299D01022,HAMPTON.NS
HAPPSTMNDS,Happiest Minds Technologies Limited,EQ,INE419U01012,HAPPSTMNDS.NS
HAPPYFORGE,Happy Forgings Limited,EQ,INE330T01021,HAPPYFORGE.NS
HARDWYN,Hardwyn India Limited,EQ,INE626Z01029,HARDWYN.NS
HARIOMPIPE,Hariom Pipe Industries Limited,EQ,INE00EV01017,HARIOMPIPE.NS
HARRMALAYA,Harrisons  Malayalam Limited,EQ,INE544A01019,HARRMALAYA.NS
HARSHA,Harsha Engineers International Limited,EQ,INE0JUS01029,HARSHA.NS
HATHWAY,Hathway Cable & Datacom Limited,EQ,INE982F01036,HATHWAY.NS
HATSUN,Hatsun Agro Product Limited,EQ,INE473B01035,HATSUN.NS
HAVELLS,Havells India Limited,EQ,INE176B01034,HAVELLS.NS
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,EQ,INE293B01029,HAVISHA.NS
HAWKINCOOK,Hawkins Cookers Limited,EQ,INE979B01015,HAWKINCOOK.NS
HAZOOR,Hazoor Multi Projects Limited,EQ,INE550F01049,HAZOOR.NS
HBESD,HB Estate Developers Limited,EQ,INE640B01021,HBESD.NS
HBLENGINE,HBL Engineering Limited,EQ,INE292B01021,HBLENGINE.NS
HBPOR,HB Portfolio Limited,EQ,INE638B01025,HBPOR.NS
HBSL,HB Stockholdings Limited,EQ,INE550B01022,HBSL.NS
HCC,Hindustan Construction Company Limited,EQ,INE549A01026,HCC.NS
HCG,Healthcare Global Enterprises Limited,EQ,INE075I01017,HCG.NS
HCL-INSYS,HCL Infosystems Limited,EQ,INE236A01020,HCL-INSYS.NS
HCLTECH,HCL Technologies Limited,EQ,INE860A01027,HCLTECH.NS
HDBFS,HDB Financial Services Limited,EQ,INE756I01012,HDBFS.NS
HDFCAMC,HDFC Asset Management Company Limited,EQ,INE127D01025,HDFCAMC.NS
HDFCBANK,HDFC Bank Limited,EQ,INE040A01034,HDFCBANK.NS
HDFCLIFE,HDFC Life Insurance Company Limited,EQ,INE795G01014,HDFCLIFE.NS
HDIL,Housing Development and Infrastructure Limited,BZ,INE191I01012,HDIL.NS
HEADSUP,Heads UP Ventures Limited,EQ,INE759V01019,HEADSUP.NS
HEALTHX,Health X Platform Limited,EQ,INE019J01013,HEALTHX.NS
HECPROJECT,HEC Infra Projects Limited,EQ,INE558R01013,HECPROJECT.NS
HEGAM,HEG Advanced Materials Limited,EQ,INE545A01024,HEGAM.NS
HEIDELBERG,HeidelbergCement India Limited,EQ,INE578A01017,HEIDELBERG.NS
HEMIPROP,Hemisphere Properties India Limited,EQ,INE0AJG01018,HEMIPROP.NS
HERANBA,Heranba Industries Limited,EQ,INE694N01015,HERANBA.NS
HERITGFOOD,Heritage Foods Limited,EQ,INE978A01027,HERITGFOOD.NS
HEROMOTOCO,Hero MotoCorp Limited,EQ,INE158A01026,HEROMOTOCO.NS
HEROMOTORS,Hero Motors Limited,EQ,INE012G01022,HEROMOTORS.NS
HESTERBIO,Hester Biosciences Limited,EQ,INE782E01017,HESTERBIO.NS
HEXAGON,Hexagon Nutrition Limited,BE,INE0JUI01012,HEXAGON.NS
HEXATRADEX,Hexa Tradex Limited,EQ,INE750M01017,HEXATRADEX.NS
HEXT,Hexaware Technologies Limited,EQ,INE093A01041,HEXT.NS
HFCL,HFCL Limited,BE,INE548A01028,HFCL.NS
HGINFRA,H.G. Infra Engineering Limited,EQ,INE926X01010,HGINFRA.NS
HGM,HandsOn Global Management (HGM) Limited,EQ,INE596H01014,HGM.NS
HGS,Hinduja Global Solutions Limited,EQ,INE170I01016,HGS.NS
HIKAL,Hikal Limited,EQ,INE475B01022,HIKAL.NS
HILINFRA,Highway Infrastructure Limited,EQ,INE00RL01028,HILINFRA.NS
HILTON,Hilton Metal Forging Limited,EQ,INE788H01017,HILTON.NS
HIMATSEIDE,Himatsingka Seide Limited,EQ,INE049A01027,HIMATSEIDE.NS
HINDADH,Hindustan Adhesives Limited,EQ,INE074C01013,HINDADH.NS
HINDALCO,Hindalco Industries Limited,EQ,INE038A01020,HINDALCO.NS
HINDALUMI,Hind Aluminium Industries Limited,EQ,INE227B01019,HINDALUMI.NS
HINDCOMPOS,Hindustan Composites Limited,EQ,INE310C01029,HINDCOMPOS.NS
HINDCON,Hindcon Chemicals Limited,EQ,INE642Y01029,HINDCON.NS
HINDCOPPER,Hindustan Copper Limited,EQ,INE531E01026,HINDCOPPER.NS
HINDOILEXP,Hindustan Oil Exploration Company Limited,EQ,INE345A01011,HINDOILEXP.NS
HINDPETRO,Hindustan Petroleum Corporation Limited,EQ,INE094A01015,HINDPETRO.NS
HINDUNILVR,Hindustan Unilever Limited,EQ,INE030A01027,HINDUNILVR.NS
HINDWAREAP,Hindware Home Innovation Limited,EQ,INE05AN01011,HINDWAREAP.NS
HINDZINC,Hindustan Zinc Limited,EQ,INE267A01025,HINDZINC.NS
HIRECT,Hirect Limited,EQ,INE835D01023,HIRECT.NS
HISARMETAL,Hisar Metal Industries Limited,EQ,INE598C01011,HISARMETAL.NS
HITECH,Hi-Tech Pipes Limited,EQ,INE106T01025,HITECH.NS
HITECHCORP,Hitech Corporation Limited,BE,INE120D01012,HITECHCORP.NS
HITECHGEAR,The Hi-Tech Gears Limited,BE,INE127B01011,HITECHGEAR.NS
HLEGLAS,HLE Glascoat Limited,EQ,INE461D01028,HLEGLAS.NS
HLVLTD,HLV LIMITED,EQ,INE102A01024,HLVLTD.NS
HMAAGRO,HMA Agro Industries Limited,EQ,INE0ECP01024,HMAAGRO.NS
HMT,HMT Limited,BZ,INE262A01018,HMT.NS
HMVL,Hindustan Media Ventures Limited,BE,INE871K01015,HMVL.NS
HNDFDS,Hindustan Foods Limited,EQ,INE254N01026,HNDFDS.NS
HOMEFIRST,Home First Finance Company India Limited,EQ,INE481N01025,HOMEFIRST.NS
HONASA,Honasa Consumer Limited,EQ,INE0J5401028,HONASA.NS
HONAUT,Honeywell Automation India Limited,EQ,INE671A01010,HONAUT.NS
HONDAPOWER,Honda India Power Products Limited,EQ,INE634A01018,HONDAPOWER.NS
HORIZONIND,Horizon Industrial Parks Limited,EQ,INE685T01010,HORIZONIND.NS
HPAL,HP Adhesives Limited,EQ,INE0GSL01024,HPAL.NS
HPIL,Hindprakash Industries Limited,EQ,INE05X901010,HPIL.NS
HPL,HPL Electric & Power Limited,EQ,INE495S01016,HPL.NS
HRYNSHP,Hariyana Ship Breakers Limited,EQ,INE400G01011,HRYNSHP.NS
HSCL,Himadri Speciality Chemical Limited,EQ,INE019C01026,HSCL.NS
HTEL,Hy-Tech Engineers Limited,EQ,INE0LEG01024,HTEL.NS
HTMEDIA,HT Media Limited,EQ,INE501G01024,HTMEDIA.NS
HUBTOWN,Hubtown Limited,EQ,INE703H01016,HUBTOWN.NS
HUDCO,Housing & Urban Development Corporation Limited,EQ,INE031A01017,HUDCO.NS
HUHTAMAKI,Huhtamaki India Limited,EQ,INE275B01026,HUHTAMAKI.NS
HYBRIDFIN,Hybrid Financial Services Limited,BE,INE965B01022,HYBRIDFIN.NS
HYUNDAI,Hyundai Motor India Limited,EQ,INE0V6F01027,HYUNDAI.NS
IBULLSLTD,Indiabulls Limited,EQ,INE126M01010,IBULLSLTD.NS
ICDSLTD,ICDS Limited,BE,INE613B01010,ICDSLTD.NS
ICEMAKE,Ice Make Refrigeration Limited,EQ,INE520Y01019,ICEMAKE.NS
ICICIAMC,ICICI Prudential Asset Management Company Limited,EQ,INE346A01027,ICICIAMC.NS
ICICIBANK,ICICI Bank Limited,EQ,INE090A01021,ICICIBANK.NS
ICICIGI,ICICI Lombard General Insurance Company Limited,EQ,INE765G01017,ICICIGI.NS
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,EQ,INE726G01019,ICICIPRULI.NS
ICIL,Indo Count Industries Limited,EQ,INE483B01026,ICIL.NS
ICRA,ICRA Limited,EQ,INE725G01011,ICRA.NS
IDBI,IDBI Bank Limited,EQ,INE008A01015,IDBI.NS
IDEA,Vodafone Idea Limited,EQ,INE669E01016,IDEA.NS
IDEAFORGE,Ideaforge Technology Limited,EQ,INE349Y01013,IDEAFORGE.NS
IDFCFIRSTB,IDFC First Bank Limited,EQ,INE092T01019,IDFCFIRSTB.NS
IEX,Indian Energy Exchange Limited,EQ,INE022Q01020,IEX.NS
IFBAGRO,IFB Agro Industries Limited,EQ,INE076C01018,IFBAGRO.NS
IFBIND,IFB Industries Limited,EQ,INE559A01017,IFBIND.NS
IFCI,IFCI Limited,EQ,INE039A01010,IFCI.NS
